id,x,y,prob
1753,0.1,-0.75,0.006048988
1754,0.2,-0.75,0.00882758
1755,0.3,-0.75,0.012710498
1756,0.4,-0.75,0.017663281
1757,0.5,-0.75,0.023463238
1758,0.6,-0.75,0.029755386
1759,0.7,-0.75,0.036147724
1760,0.8,-0.75,0.042281768
1761,0.9,-0.75,0.047850495
1762,1,-0.75,0.05257948
1763,1.1,-0.75,0.056201059
1764,1.2,-0.75,0.058443621
1765,1.3,-0.75,0.059046969
1766,1.4,-0.75,0.057806095
1767,1.5,-0.75,0.054637324
1768,1.6,-0.75,0.04964987
1769,1.7,-0.75,0.043193728
1770,1.8,-0.75,0.035848575
1771,1.9,-0.75,0.028330291
1772,2,-0.75,0.021330446
1773,2.1,-0.75,0.015353234
1774,2.2,-0.75,0.010628432
1775,2.3,-0.75,0.007132529
1776,2.4,-0.75,0.004682491
1777,2.5,-0.75,0.0030392
1778,2.6,-0.75,0.001979275
1779,2.7,-0.75,0.001328577
1780,2.8,-0.75,0.000970013
1781,2.9,-0.75,0.000840945
1782,3,-0.75,0.000931208
1783,3.1,-0.75,0.001288829
1784,3.2,-0.75,0.002039266
1785,3.3,-0.75,0.003425566
1786,3.4,-0.75,0.005880827
1787,3.5,-0.75,0.010150073
1788,3.6,-0.75,0.017483571
1789,3.7,-0.75,0.029919269
1790,3.8,-0.75,0.050634621
1791,3.9,-0.75,0.084226648
1792,4,-0.75,0.136509574
1793,4.1,-0.75,0.2130677
1794,4.2,-0.75,0.315943447
1795,-2.6,-0.7,0.176592893
1796,-2.5,-0.7,0.117653724
1797,-2.4,-0.7,0.084858201
1798,-2.3,-0.7,0.065550006
1799,-2.2,-0.7,0.053036207
1800,-2.1,-0.7,0.04409812
1801,-2,-0.7,0.037219655
1802,-1.9,-0.7,0.031667252
1803,-1.8,-0.7,0.027060866
1804,-1.7,-0.7,0.023182216
1805,-1.6,-0.7,0.01989028
1806,-1.5,-0.7,0.017083927
1807,-1.4,-0.7,0.01468502
1808,-1.3,-0.7,0.012630409
1809,-1.2,-0.7,0.010867837
1810,-1.1,-0.7,0.009353628
1811,-1,-0.7,0.008051301
1812,-0.9,-0.7,0.006930771
1813,-0.8,-0.7,0.005968107
1814,-0.7,-0.7,0.005145992
1815,-0.6,-0.7,0.004455245
1816,-0.5,-0.7,0.003897967
1817,-0.4,-0.7,0.003493167
1818,-0.3,-0.7,0.003285759
1819,-0.2,-0.7,0.003359285
1820,-0.1,-0.7,0.003850548
1821,0,-0.7,0.004959438
1822,0.1,-0.7,0.006940107
1823,0.2,-0.7,0.010056105
1824,0.3,-0.7,0.014494647
1825,0.4,-0.7,0.020269418
1826,0.5,-0.7,0.027171163
1827,0.6,-0.7,0.034805252
1828,0.7,-0.7,0.04268987
1829,0.8,-0.7,0.050347753
1830,0.9,-0.7,0.057348152
1831,1,-0.7,0.063304173
1832,1.1,-0.7,0.067855842
1833,1.2,-0.7,0.070666329
1834,1.3,-0.7,0.071445171
1835,1.4,-0.7,0.069998234
1836,1.5,-0.7,0.066291759
1837,1.6,-0.7,0.060508341
1838,1.7,-0.7,0.053069564
1839,1.8,-0.7,0.044605452
1840,1.9,-0.7,0.035864394
1841,2,-0.7,0.027577595
1842,2.1,-0.7,0.02031699
1843,2.2,-0.7,0.014400468
1844,2.3,-0.7,0.009882021
1845,2.4,-0.7,0.006619347
1846,2.5,-0.7,0.004373804
1847,2.6,-0.7,0.002896605
1848,2.7,-0.7,0.00198077
1849,2.8,-0.7,0.001482997
1850,2.9,-0.7,0.001329946
1851,3,-0.7,0.001523113
1852,3.1,-0.7,0.002153376
1853,3.2,-0.7,0.003435012
1854,3.3,-0.7,0.005770808
1855,3.4,-0.7,0.009864058
1856,3.5,-0.7,0.016897238
1857,3.6,-0.7,0.028792812
1858,3.7,-0.7,0.048538241
1859,3.8,-0.7,0.080450828
1860,3.9,-0.7,0.130023527
1861,4,-0.7,0.20268038
1862,4.1,-0.7,0.300848397
1863,4.2,-0.7,0.420177798
1864,-2.6,-0.65,0.248756471
1865,-2.5,-0.65,0.165259233
1866,-2.4,-0.65,0.117480733
1867,-2.3,-0.65,0.089536576
1868,-2.2,-0.65,0.071818346
1869,-2.1,-0.65,0.059443562
1870,-2,-0.65,0.050070513
1871,-1.9,-0.65,0.04257156
1872,-1.8,-0.65,0.036375422
1873,-1.7,-0.65,0.031164986
1874,-1.6,-0.65,0.026742558
1875,-1.5,-0.65,0.022970213
1876,-1.4,-0.65,0.019743095
1877,-1.3,-0.65,0.016977051
1878,-1.2,-0.65,0.014602535
1879,-1.1,-0.65,0.012561315
1880,-1,-0.65,0.010804547
1881,-0.9,-0.65,0.009291661
1882,-0.8,-0.65,0.007989924
1883,-0.7,-0.65,0.006874826
1884,-0.6,-0.65,0.005931662
1885,-0.5,-0.65,0.005158942
1886,-0.4,-0.65,0.004574557
1887,-0.3,-0.65,0.004225739
1888,-0.2,-0.65,0.00420331
1889,-0.1,-0.65,0.004658563
1890,0,-0.65,0.005816131
1891,0.1,-0.65,0.007968597
1892,0.2,-0.65,0.011433619
1893,0.3,-0.65,0.016464184
1894,0.4,-0.65,0.023135499
1895,0.5,-0.65,0.031267948
1896,0.6,-0.65,0.040438614
1897,0.7,-0.65,0.050073171
1898,0.8,-0.65,0.059555233
1899,0.9,-0.65,0.068296925
1900,1,-0.65,0.075761612
1901,1.1,-0.65,0.081464884
1902,1.2,-0.65,0.084984232
1903,1.3,-0.65,0.085993373
1904,1.4,-0.65,0.084317983
1905,1.5,-0.65,0.079993724
1906,1.6,-0.65,0.073300675
1907,1.7,-0.65,0.064754559
1908,1.8,-0.65,0.055050877
1909,1.9,-0.65,0.044972525
1910,2,-0.65,0.035277624
1911,2.1,-0.65,0.026587061
1912,2.2,-0.65,0.019297989
1913,2.3,-0.65,0.013552369
1914,2.4,-0.65,0.009272609
1915,2.5,-0.65,0.006244708
1916,2.6,-0.65,0.004210131
1917,2.7,-0.65,0.002936059
1918,2.8,-0.65,0.002256309
1919,2.9,-0.65,0.002092677
1920,3,-0.65,0.002472592
1921,3.1,-0.65,0.003558707
1922,3.2,-0.65,0.005705311
1923,3.3,-0.65,0.009557803
1924,3.4,-0.65,0.016213337
1925,3.5,-0.65,0.027456055
1926,3.6,-0.65,0.046051191
1927,3.7,-0.65,0.075992035
1928,3.8,-0.65,0.122396519
1929,3.9,-0.65,0.190480256
1930,4,-0.65,0.283051147
1931,4.1,-0.65,0.397063399
1932,4.2,-0.65,0.521936179
1933,-2.6,-0.6,0.341049039
1934,-2.5,-0.6,0.229335477
1935,-2.4,-0.6,0.161770858
1936,-2.3,-0.6,0.121859083
1937,-2.2,-0.6,0.096912933
1938,-2.1,-0.6,0.079844982
1939,-2,-0.6,0.067126933
1940,-1.9,-0.6,0.057048607
1941,-1.8,-0.6,0.048756512
1942,-1.7,-0.6,0.041791186
1943,-1.6,-0.6,0.035876477
1944,-1.5,-0.6,0.030825567
1945,-1.4,-0.6,0.026499105
1946,-1.3,-0.6,0.022786172
1947,-1.2,-0.6,0.019595226
1948,-1.1,-0.6,0.016849424
1949,-1,-0.6,0.014484006
1950,-0.9,-0.6,0.012444784
1951,-0.8,-0.6,0.010687487
1952,-0.7,-0.6,0.009178056
1953,-0.6,-0.6,0.007894281
1954,-0.5,-0.6,0.006829487
1955,-0.4,-0.6,0.005999272
1956,-0.3,-0.6,0.005452483
1957,-0.2,-0.6,0.005287046
1958,-0.1,-0.6,0.005669187
1959,0,-0.6,0.006849447
1960,0.1,-0.6,0.009161036
1961,0.2,-0.6,0.012979799
1962,0.3,-0.6,0.018632211
1963,0.4,-0.6,0.026268267
1964,0.5,-0.6,0.035755902
1965,0.6,-0.6,0.046659585
1966,0.7,-0.6,0.05831507
1967,0.8,-0.6,0.069949214
1968,0.9,-0.6,0.080781361
1969,1,-0.6,0.090081339
1970,1.1,-0.6,0.097200409
1971,1.2,-0.6,0.101604003
1972,1.3,-0.6,0.102921928
1973,1.4,-0.6,0.101009083
1974,1.5,-0.6,0.095991998
1975,1.6,-0.6,0.088274329
1976,1.7,-0.6,0.078490265
1977,1.8,-0.6,0.06741841
1978,1.9,-0.6,0.055882284
1979,2,-0.6,0.044658137
1980,2.1,-0.6,0.034396214
1981,2.2,-0.6,0.025556582
1982,2.3,-0.6,0.018370591
1983,2.4,-0.6,0.012846418
1984,2.5,-0.6,0.008824122
1985,2.6,-0.6,0.006060532
1986,2.7,-0.6,0.004313152
1987,2.8,-0.6,0.003403661
1988,2.9,-0.6,0.003261697
1989,3,-0.6,0.003963392
1990,3.1,-0.6,0.005784037
1991,3.2,-0.6,0.009284823
1992,3.3,-0.6,0.015452685
1993,3.4,-0.6,0.025906146
1994,3.5,-0.6,0.043154679
1995,3.6,-0.6,0.070825188
1996,3.7,-0.6,0.113609422
1997,3.8,-0.6,0.176460277
1998,3.9,-0.6,0.262532143
1999,4,-0.6,0.370134903
2000,4.1,-0.6,0.490739323
2001,4.2,-0.6,0.610837411
2002,-2.6,-0.55,0.450084049
2003,-2.5,-0.55,0.311755868
2004,-2.4,-0.55,0.220466899
2005,-2.3,-0.55,0.164785768
2006,-2.2,-0.55,0.130072719
2007,-2.1,-0.55,0.106705858
2008,-2,-0.55,0.089566075
2009,-1.9,-0.55,0.076116469
2010,-1.8,-0.55,0.065097587
2011,-1.7,-0.55,0.055848404
2012,-1.6,-0.55,0.047985765
2013,-1.5,-0.55,0.041259148
2014,-1.4,-0.55,0.035485831
2015,-1.3,-0.55,0.030521816
2016,-1.2,-0.55,0.026248405
2017,-1.1,-0.55,0.022565618
2018,-1,-0.55,0.019388691
2019,-0.9,-0.55,0.016646133
2020,-0.8,-0.55,0.014278837
2021,-0.7,-0.55,0.012240298
2022,-0.6,-0.55,0.010498324
2023,-0.5,-0.55,0.009039021
2024,-0.4,-0.55,0.007874151
2025,-0.3,-0.55,0.007053162
2026,-0.2,-0.55,0.006680672
2027,-0.1,-0.55,0.006938055
2028,0,-0.55,0.008102688
2029,0.1,-0.55,0.010550238
2030,0.2,-0.55,0.014718199
2031,0.3,-0.55,0.02101334
2032,0.4,-0.55,0.029672978
2033,0.5,-0.55,0.040631278
2034,0.6,-0.55,0.053459406
2035,0.7,-0.55,0.06741161
2036,0.8,-0.55,0.081545016
2037,0.9,-0.55,0.094850548
2038,1,-0.55,0.106355589
2039,1.1,-0.55,0.115199589
2040,1.2,-0.55,0.120702955
2041,1.3,-0.55,0.122439978
2042,1.4,-0.55,0.120303571
2043,1.5,-0.55,0.114533381
2044,1.6,-0.55,0.105683595
2045,1.7,-0.55,0.094531857
2046,1.8,-0.55,0.081958919
2047,1.9,-0.55,0.068838395
2048,2,-0.55,0.055960647
2049,2.1,-0.55,0.043988038
2050,2.2,-0.55,0.033423062
2051,2.3,-0.55,0.024578983
2052,2.4,-0.55,0.0175648
2053,2.5,-0.55,0.012306564
2054,2.6,-0.55,0.008611205
2055,2.7,-0.55,0.006254358
2056,2.8,-0.55,0.00506666
2057,2.9,-0.55,0.005007231
2058,3,-0.55,0.006232463
2059,3.1,-0.55,0.00918005
2060,3.2,-0.55,0.0146906
2061,3.3,-0.55,0.024182738
2062,3.4,-0.55,0.039875194
2063,3.5,-0.55,0.064990281
2064,3.6,-0.55,0.103748588
2065,3.7,-0.55,0.160781594
2066,3.8,-0.55,0.239518307
2067,3.9,-0.55,0.339594441
2068,4,-0.55,0.454681339
2069,4.1,-0.55,0.573157296
2070,4.2,-0.55,0.682353238
2071,-2.6,-0.5,0.566791706
2072,-2.5,-0.5,0.411157654
2073,-2.4,-0.5,0.295420304
2074,-2.3,-0.5,0.220533316
2075,-2.2,-0.5,0.173189015
2076,-2.1,-0.5,0.141597427
2077,-2,-0.5,0.11873558
2078,-1.9,-0.5,0.100964128
2079,-1.8,-0.5,0.086462052
2080,-1.7,-0.5,0.074290399
2081,-1.6,-0.5,0.06392332
2082,-1.5,-0.5,0.055029553
2083,-1.4,-0.5,0.047373871
2084,-1.3,-0.5,0.04077316
2085,-1.2,-0.5,0.035076665
2086,-1.1,-0.5,0.030156786
2087,-1,-0.5,0.025904506
2088,-0.9,-0.5,0.022227004
2089,-0.8,-0.5,0.019046606
2090,-0.7,-0.5,0.016300977
2091,-0.6,-0.5,0.013944981
2092,-0.5,-0.5,0.011955016
2093,-0.4,-0.5,0.010337057
2094,-0.3,-0.5,0.009139803
2095,-0.2,-0.5,0.008473855
2096,-0.1,-0.5,0.008535692
2097,0,-0.5,0.00963013
2098,0.1,-0.5,0.012176666
2099,0.2,-0.5,0.016677134
2100,0.3,-0.5,0.023624212
2101,0.4,-0.5,0.033353721
2102,0.5,-0.5,0.045884421
2103,0.6,-0.5,0.060815977
2104,0.7,-0.5,0.07733524
2105,0.8,-0.5,0.094322885
2106,0.9,-0.5,0.110508543
2107,1,-0.5,0.124625616
2108,1.1,-0.5,0.135547909
2109,1.2,-0.5,0.142411208
2110,1.3,-0.5,0.144718178
2111,1.4,-0.5,0.142406412
2112,1.5,-0.5,0.135849993
2113,1.6,-0.5,0.125779801
2114,1.7,-0.5,0.113141163
2115,1.8,-0.5,0.098936085
2116,1.9,-0.5,0.084099868
2117,2,-0.5,0.069437449
2118,2.1,-0.5,0.055610488
2119,2.2,-0.5,0.043143293
2120,2.3,-0.5,0.032417474
2121,2.4,-0.5,0.023651173
2122,2.5,-0.5,0.016888472
2123,2.6,-0.5,0.01202982
2124,2.7,-0.5,0.008909587
2125,2.8,-0.5,0.007400226
2126,2.9,-0.5,0.007520359
2127,3,-0.5,0.009542395
2128,3.1,-0.5,0.014113516
2129,3.2,-0.5,0.022408342
2130,3.3,-0.5,0.036316248
2131,3.4,-0.5,0.058620782
2132,3.5,-0.5,0.093034138
2133,3.6,-0.5,0.143805358
2134,3.7,-0.5,0.214527758
2135,3.8,-0.5,0.306035921
2136,3.9,-0.5,0.414226078
2137,4,-0.5,0.529713296
2138,4.1,-0.5,0.640640866
2139,4.2,-0.5,0.737167977
2140,-2.6,-0.45,0.678675106
2141,-2.5,-0.45,0.521446739
2142,-2.4,-0.45,0.386208876
2143,-2.3,-0.45,0.290601588
2144,-2.2,-0.45,0.227985761
2145,-2.1,-0.45,0.186094935
2146,-2,-0.45,0.156053996
2147,-1.9,-0.45,0.132889387
2148,-1.8,-0.45,0.114047276
2149,-1.7,-0.45,0.098220325
2150,-1.6,-0.45,0.084698406
2151,-1.5,-0.45,0.073051724
2152,-1.4,-0.45,0.062984827
2153,-1.3,-0.45,0.054271343
2154,-1.2,-0.45,0.046725189
2155,-1.1,-0.45,0.040187795
2156,-1,-0.45,0.034522274
2157,-0.9,-0.45,0.02961069
2158,-0.8,-0.45,0.025353008
2159,-0.7,-0.45,0.02166744
2160,-0.6,-0.45,0.018492596
2161,-0.5,-0.45,0.015792304
2162,-0.4,-0.45,0.013564436
2163,-0.3,-0.45,0.011855257
2164,-0.2,-0.45,0.010780339
2165,-0.1,-0.45,0.010550906
2166,0,-0.45,0.011499439
2167,0.1,-0.45,0.014090061
2168,0.2,-0.45,0.018890714
2169,0.3,-0.45,0.026484126
2170,0.4,-0.45,0.037313883
2171,0.5,-0.45,0.051500262
2172,0.6,-0.45,0.068694211
2173,0.7,-0.45,0.088034089
2174,0.8,-0.45,0.108224587
2175,0.9,-0.45,0.127706757
2176,1,-0.45,0.144869268
2177,1.1,-0.45,0.158262616
2178,1.2,-0.45,0.166792613
2179,1.3,-0.45,0.169869014
2180,1.4,-0.45,0.167476829
2181,1.5,-0.45,0.160142679
2182,1.6,-0.45,0.148797319
2183,1.7,-0.45,0.134575391
2184,1.8,-0.45,0.11861771
2185,1.9,-0.45,0.101933317
2186,2,-0.45,0.085345357
2187,2.1,-0.45,0.069506892
2188,2.2,-0.45,0.054946661
2189,2.3,-0.45,0.042099576
2190,2.4,-0.45,0.031297215
2191,2.5,-0.45,0.022733712
2192,2.6,-0.45,0.016454027
2193,2.7,-0.45,0.012403595
2194,2.8,-0.45,0.010538973
2195,2.9,-0.45,0.010970775
2196,3,-0.45,0.014115605
2197,3.1,-0.45,0.020854542
2198,3.2,-0.45,0.032702933
2199,3.3,-0.45,0.051971615
2200,3.4,-0.45,0.081832511
2201,3.5,-0.45,0.126090274
2202,3.6,-0.45,0.188360314
2203,3.7,-0.45,0.270453997
2204,3.8,-0.45,0.370359687
2205,3.9,-0.45,0.481163711
2206,4,-0.45,0.59242738
2207,4.1,-0.45,0.69380427
2208,4.2,-0.45,0.77850191
2209,-2.6,-0.4,0.774750701
2210,-2.5,-0.4,0.632403413
2211,-2.4,-0.4,0.488791007
2212,-2.3,-0.4,0.374774499
2213,-2.2,-0.4,0.295481159
2214,-2.1,-0.4,0.24146871
2215,-2,-0.4,0.202810688
2216,-1.9,-0.4,0.173161177
2217,-1.8,-0.4,0.149090189
2218,-1.7,-0.4,0.128829164
2219,-1.6,-0.4,0.111440311
2220,-1.5,-0.4,0.096379552
2221,-1.4,-0.4,0.083287584
2222,-1.3,-0.4,0.071895095
2223,-1.2,-0.4,0.061981309
2224,-1.1,-0.4,0.053356365
2225,-1,-0.4,0.045854022
2226,-0.9,-0.4,0.039328803
2227,-0.8,-0.4,0.033655288
2228,-0.7,-0.4,0.028728954
2229,-0.6,-0.4,0.02446891
2230,-0.5,-0.4,0.020823442
2231,-0.4,-0.4,0.017779816
2232,-0.3,-0.4,0.015379952
2233,-0.2,-0.4,0.013743124
2234,-0.1,-0.4,0.01309463
2235,0,-0.4,0.013794402
2236,0.1,-0.4,0.016351298
2237,0.2,-0.4,0.021400039
2238,0.3,-0.4,0.029615822
2239,0.4,-0.4,0.041556804
2240,0.5,-0.4,0.057459182
2241,0.6,-0.4,0.077047239
2242,0.7,-0.4,0.099432967
2243,0.8,-0.4,0.12315271
2244,0.9,-0.4,0.146339637
2245,1,-0.4,0.1669917
2246,1.1,-0.4,0.183278331
2247,1.2,-0.4,0.193826363
2248,1.3,-0.4,0.197926118
2249,1.4,-0.4,0.195607051
2250,1.5,-0.4,0.187560569
2251,1.6,-0.4,0.174934835
2252,1.7,-0.4,0.15907058
2253,1.8,-0.4,0.141261471
2254,1.9,-0.4,0.122600733
2255,2,-0.4,0.103934396
2256,2.1,-0.4,0.085902853
2257,2.2,-0.4,0.069026962
2258,2.3,-0.4,0.053783579
2259,2.4,-0.4,0.040624054
2260,2.5,-0.4,0.029928356
2261,2.6,-0.4,0.021944617
2262,2.7,-0.4,0.016789604
2263,2.8,-0.4,0.014547668
2264,2.9,-0.4,0.015443917
2265,3,-0.4,0.020043354
2266,3.1,-0.4,0.029444297
2267,3.2,-0.4,0.045446933
2268,3.3,-0.4,0.07064975
2269,3.4,-0.4,0.108349223
2270,3.5,-0.4,0.162021253
2271,3.6,-0.4,0.234159014
2272,3.7,-0.4,0.324549914
2273,3.8,-0.4,0.428793736
2274,3.9,-0.4,0.538435061
2275,4,-0.4,0.643376722
2276,4.1,-0.4,0.735314208
2277,4.2,-0.4,0.809941565
2278,-2.6,-0.35,0.849488687
2279,-2.5,-0.35,0.733038274
2280,-2.4,-0.35,0.595347086
2281,-2.3,-0.35,0.470107767
2282,-2.2,-0.35,0.375255327
2283,-2.1,-0.35,0.308218596
2284,-2,-0.35,0.259845777
2285,-1.9,-0.35,0.222784306
2286,-1.8,-0.35,0.192691522
2287,-1.7,-0.35,0.167266955
2288,-1.6,-0.35,0.145307935
2289,-1.5,-0.35,0.126146351
2290,-1.4,-0.35,0.10936286
2291,-1.3,-0.35,0.094653308
2292,-1.2,-0.35,0.081769948
2293,-1.1,-0.35,0.070497176
2294,-1,-0.35,0.060642444
2295,-0.9,-0.35,0.052033606
2296,-0.8,-0.35,0.044519105
2297,-0.7,-0.35,0.037969885
2298,-0.6,-0.35,0.032283209
2299,-0.5,-0.35,0.02738936
2300,-0.4,-0.35,0.023262739
2301,-0.3,-0.35,0.019939082
2302,-0.2,-0.35,0.017540033
2303,-0.1,-0.35,0.016304062
2304,0,-0.35,0.016617874
2305,0.1,-0.35,0.019034396
2306,0.2,-0.35,0.024254536
2307,0.3,-0.35,0.033046394
2308,0.4,-0.35,0.046086618
2309,0.5,-0.35,0.063738243
2310,0.6,-0.35,0.085818471
2311,0.7,-0.35,0.111436159
2312,0.8,-0.35,0.138973119
2313,0.9,-0.35,0.166244799
2314,1,-0.35,0.190821114
2315,1.1,-0.35,0.210437268
2316,1.2,-0.35,0.223391779
2317,1.3,-0.35,0.228824713
2318,1.4,-0.35,0.226799966
2319,1.5,-0.35,0.218177483
2320,1.6,-0.35,0.204331824
2321,1.7,-0.35,0.186819096
2322,1.8,-0.35,0.167093955
2323,1.9,-0.35,0.14634017
2324,2,-0.35,0.125429576
2325,2.1,-0.35,0.104987354
2326,2.2,-0.35,0.085519494
2327,2.3,-0.35,0.067542022
2328,2.4,-0.35,0.05164317
2329,2.5,-0.35,0.038436326
2330,2.6,-0.35,0.028440999
2331,2.7,-0.35,0.022006593
2332,2.8,-0.35,0.019376563
2333,2.9,-0.35,0.020887451
2334,3,-0.35,0.02722152
2335,3.1,-0.35,0.039635673
2336,3.2,-0.35,0.060114843
2337,3.3,-0.35,0.091378088
2338,3.4,-0.35,0.136594074
2339,3.5,-0.35,0.19860624
2340,3.6,-0.35,0.278580235
2341,3.7,-0.35,0.374438459
2342,3.8,-0.35,0.480092463
2343,3.9,-0.35,0.586540135
2344,4,-0.35,0.68467816
2345,4.1,-0.35,0.768136362
2346,4.2,-0.35,0.834447634
2347,-2.6,-0.3,0.903121165
2348,-2.5,-0.3,0.815701965
2349,-2.4,-0.3,0.69620752
2350,-2.3,-0.3,0.570618048
2351,-2.2,-0.3,0.464763201
2352,-2.1,-0.3,0.385527292
2353,-2,-0.3,0.32713591
2354,-1.9,-0.3,0.282170722
2355,-1.8,-0.3,0.245550068
2356,-1.7,-0.3,0.214430759
2357,-1.6,-0.3,0.187325745
2358,-1.5,-0.3,0.163443057
2359,-1.4,-0.3,0.142317236
2360,-1.3,-0.3,0.123628177
2361,-1.2,-0.3,0.107119383
2362,-1.1,-0.3,0.092564414
2363,-1,-0.3,0.079755263
2364,-0.9,-0.3,0.068500163
2365,-0.8,-0.3,0.05862535
2366,-0.7,-0.3,0.049978848
2367,-0.6,-0.3,0.042436163
2368,-0.5,-0.3,0.035908788
2369,-0.4,-0.3,0.030357127
2370,-0.3,-0.3,0.025809605
2371,-0.2,-0.3,0.022389261
2372,-0.1,-0.3,0.020346853
2373,0,-0.3,0.020094815
2374,0.1,-0.3,0.022228637
2375,0.2,-0.3,0.027513409
2376,0.3,-0.3,0.036808375
2377,0.4,-0.3,0.050909324
2378,0.5,-0.3,0.07031279
2379,0.6,-0.3,0.094944408
2380,0.7,-0.3,0.123931916
2381,0.8,-0.3,0.15552065
2382,0.9,-0.3,0.18720822
2383,1,-0.3,0.216111033
2384,1.1,-0.3,0.239486338
2385,1.2,-0.3,0.255259042
2386,1.3,-0.3,0.262385951
2387,1.4,-0.3,0.260947972
2388,1.5,-0.3,0.251966784
2389,1.6,-0.3,0.237041034
2390,1.7,-0.3,0.217941203
2391,1.8,-0.3,0.196282412
2392,1.9,-0.3,0.17333831
2393,2,-0.3,0.150004472
2394,2.1,-0.3,0.126886929
2395,2.2,-0.3,0.10447471
2396,2.3,-0.3,0.083333785
2397,2.4,-0.3,0.064227899
2398,2.5,-0.3,0.048074119
2399,2.6,-0.3,0.035742976
2400,2.7,-0.3,0.027868085
2401,2.8,-0.3,0.02485433
2402,2.9,-0.3,0.027110398
2403,3,-0.3,0.035372919
2404,3.1,-0.3,0.050977905
2405,3.2,-0.3,0.075990452
2406,3.3,-0.3,0.113106815
2407,3.4,-0.3,0.165189579
2408,3.5,-0.3,0.234293485
2409,3.6,-0.3,0.320257296
2410,3.7,-0.3,0.419450396
2411,3.8,-0.3,0.524708361
2412,3.9,-0.3,0.627084962
2413,4,-0.3,0.718668439
2414,4.1,-0.3,0.794734314
2415,4.2,-0.3,0.854155146
2416,-2.6,-0.25,0.939329345
2417,-2.5,-0.25,0.878002412
2418,-2.4,-0.25,0.783152205
2419,-2.3,-0.25,0.668365758
2420,-2.2,-0.25,0.559147291
2421,-2.1,-0.25,0.470841193
2422,-2,-0.25,0.403392245
2423,-1.9,-0.25,0.350775601
2424,-1.8,-0.25,0.307635543
2425,-1.7,-0.25,0.270677366
2426,-1.6,-0.25,0.238140382
2427,-1.5,-0.25,0.209120365
2428,-1.4,-0.25,0.183129164
2429,-1.3,-0.25,0.159860757
2430,-1.2,-0.25,0.139080443
2431,-1.1,-0.25,0.120578144
2432,-1,-0.25,0.104152517
2433,-0.9,-0.25,0.089608922
2434,-0.8,-0.25,0.076763283
2435,-0.7,-0.25,0.065448634
2436,-0.6,-0.25,0.055523653
2437,-0.5,-0.25,0.046883914
2438,-0.4,-0.25,0.03947737
2439,-0.3,-0.25,0.0333259
2440,-0.2,-0.25,0.02855417
2441,-0.1,-0.25,0.025424907
2442,0,-0.25,0.024375135
2443,0.1,-0.25,0.026040634
2444,0.2,-0.25,0.03124716
2445,0.3,-0.25,0.040940963
2446,0.4,-0.25,0.056034096
2447,0.5,-0.25,0.077158413
2448,0.6,-0.25,0.104358113
2449,0.7,-0.25,0.136798329
2450,0.8,-0.25,0.172607689
2451,0.9,-0.25,0.208974483
2452,1,-0.25,0.242549762
2453,1.1,-0.25,0.270082818
2454,1.2,-0.25,0.28908843
2455,1.3,-0.25,0.298308191
2456,1.4,-0.25,0.297816129
2457,1.5,-0.25,0.288777361
2458,1.6,-0.25,0.272998988
2459,1.7,-0.25,0.252451975
2460,1.8,-0.25,0.228899793
2461,1.9,-0.25,0.20369504
2462,2,-0.25,0.177746569
2463,2.1,-0.25,0.151633228
2464,2.2,-0.25,0.12583018
2465,2.3,-0.25,0.100984036
2466,2.4,-0.25,0.078106393
2467,2.5,-0.25,0.058521014
2468,2.6,-0.25,0.04353771
2469,2.7,-0.25,0.034100663
2470,2.8,-0.25,0.030735761
2471,2.9,-0.25,0.03384982
2472,3,-0.25,0.044157395
2473,3.1,-0.25,0.063001446
2474,3.2,-0.25,0.092448076
2475,3.3,-0.25,0.135073132
2476,3.4,-0.25,0.193326705
2477,3.5,-0.25,0.268413662
2478,3.6,-0.25,0.358929456
2479,3.7,-0.25,0.459993323
2480,3.8,-0.25,0.563807527
2481,3.9,-0.25,0.661812251
2482,4,-0.25,0.74729479
2483,4.1,-0.25,0.816901125
2484,4.2,-0.25,0.870500839
2485,-2.6,-0.2,0.96272965
2486,-2.5,-0.2,0.92182521
2487,-2.4,-0.2,0.851922597
2488,-2.3,-0.2,0.755764853
2489,-2.2,-0.2,0.651971578
2490,-2.1,-0.2,0.559880875
2491,-2,-0.2,0.485860854
2492,-1.9,-0.2,0.426826508
2493,-1.8,-0.2,0.377886605
2494,-1.7,-0.2,0.335514559
2495,-1.6,-0.2,0.297725716
2496,-1.5,-0.2,0.263523202
2497,-1.4,-0.2,0.232422334
2498,-1.3,-0.2,0.204166788
2499,-1.2,-0.2,0.178583701
2500,-1.1,-0.2,0.155518677
2501,-1,-0.2,0.134812249
2502,-0.9,-0.2,0.116296387
2503,-0.8,-0.2,0.099800124
2504,-0.7,-0.2,0.085159342
2505,-0.6,-0.2,0.072229046
2506,-0.5,-0.2,0.060898349
2507,-0.4,-0.2,0.051109462
2508,-0.3,-0.2,0.042882352
2509,-0.2,-0.2,0.036346254
2510,-0.1,-0.2,0.031777134
2511,0,-0.2,0.029636003
2512,0.1,-0.2,0.030596164
2513,0.2,-0.2,0.035539077
2514,0.3,-0.2,0.045491387
2515,0.4,-0.2,0.061474847
2516,0.5,-0.2,0.084253256
2517,0.6,-0.2,0.113993188
2518,0.7,-0.2,0.149910202
2519,0.8,-0.2,0.19003491
2520,0.9,-0.2,0.231261232
2521,1,-0.2,0.269776687
2522,1.1,-0.2,0.301809126
